ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
EP072014,          GENEVIEVE,20140809,600,  , HU,21.1N,176.8E,115,937,120,120,110,115,80,80,70,70,55,55,40,40
EP072014,          GENEVIEVE,20140809,1200,  , HU ,23.1N,177.0E,105,944,120,120,110,115,80,80,70,70,55,55,40,40
EP072014,          GENEVIEVE,20140809,1800,  , HU,24.8N,176.9E,100,948,110,110,100,105,70,70,60,60,45,45,30,30
EP072014,          GENEVIEVE,20140810,0,  , HU,26.7N,176.1E,95,952,105,105,100,105,60,60,50,50,35,35,30,30
EP072014,          GENEVIEVE,20140810,600,  , HU,28.4N,175.0E,85,959,115,105,100,115,65,60,40,55,35,20,20,35
EP072014,          GENEVIEVE,20140810,1200,  , HU,30.5N,173.3E,80,963,115,105,100,115,65,60,40,55,35,20,20,35
EP072014,          GENEVIEVE,20140810,1800,  , HU,31.8N,171.8E,70,970,105,95,80,100,55,45,30,50,15,15,15,15
EP072014,          GENEVIEVE,20140811,0,  , TS,33.0N,170.2E,60,978,105,90,80,100,55,35,30,50,0,0,0,0
EP072014,          GENEVIEVE,20140811,600,  , TS,33.9N,169.2E,50,985,105,90,80,100,30,20,20,30,0,0,0,0
EP072014,          GENEVIEVE,20140811,1200,  , TS,34.4N,168.3E,40,993,105,90,80,100,0,0,0,0,0,0,0,0
EP072014,          GENEVIEVE,20140811,1800,  , TS,34.8N,167.5E,35,996,105,90,80,100,0,0,0,0,0,0,0,0
EP072014,          GENEVIEVE,20140812,0,  , TS,35.0N,166.7E,35,996,105,90,80,100,0,0,0,0,0,0,0,0
EP072014,          GENEVIEVE,20140812,600,  , TS,35.2N,166.1E,35,996,105,90,80,100,0,0,0,0,0,0,0,0
EP072014,          GENEVIEVE,20140812,1200,  , TD,35.4N,165.5E,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
EP072014,          GENEVIEVE,20140812,1800,  , TD,35.7N,165.0E,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP072014,          GENEVIEVE,20140813,0,  , SD,36.3N,164.8E,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP072014,          GENEVIEVE,20140813,600,  , SD,36.8N,164.8E,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
